CommentID,Title,PostedDate,LastModified,Agency,DocumentType,Withdrawn,ObjectID
OPM-2025-0007-1022,Comment from Kendra Barlow-Johnson,2025-07-03T04:00:00Z,2025-07-03T22:32:39Z,OPM,Public Submission,False,09000064b8e54655
OPM-2025-0007-0880,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:30:47Z,OPM,Public Submission,False,09000064b8e4e089
OPM-2025-0007-0882,Comment from J Bergquist,2025-07-03T04:00:00Z,2025-07-03T22:30:49Z,OPM,Public Submission,False,09000064b8e4e08b
OPM-2025-0007-0945,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:31:39Z,OPM,Public Submission,False,09000064b8e50d72
OPM-2025-0007-0887,Comment from Stuart M,2025-07-03T04:00:00Z,2025-07-03T22:30:53Z,OPM,Public Submission,False,09000064b8e4e095
OPM-2025-0007-0977,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:32:04Z,OPM,Public Submission,False,09000064b8e4e3cd
OPM-2025-0007-0843,Comment from Jennifer Parshley,2025-07-03T04:00:00Z,2025-07-03T22:30:14Z,OPM,Public Submission,False,09000064b8e4e023
OPM-2025-0007-0925,Comment from Daniel C,2025-07-03T04:00:00Z,2025-07-03T22:31:23Z,OPM,Public Submission,False,09000064b8e50d41
OPM-2025-0007-1030,Comment from Joe Schmoe,2025-07-03T04:00:00Z,2025-07-03T22:32:46Z,OPM,Public Submission,False,09000064b8e51fbb
OPM-2025-0007-1011,Comment from Sean Pierce,2025-07-03T04:00:00Z,2025-07-03T22:32:30Z,OPM,Public Submission,False,09000064b8e54096
OPM-2025-0007-1015,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:32:33Z,OPM,Public Submission,False,09000064b8e540a6
OPM-2025-0007-0921,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:31:19Z,OPM,Public Submission,False,09000064b8e50d1c
OPM-2025-0007-0901,Comment from Trung Ho,2025-07-03T04:00:00Z,2025-07-03T22:31:04Z,OPM,Public Submission,False,09000064b8e4e0b5
OPM-2025-0007-0906,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:31:08Z,OPM,Public Submission,False,09000064b8e4e0c4
OPM-2025-0007-0910,Comment from Wld Wst,2025-07-03T04:00:00Z,2025-07-03T22:31:11Z,OPM,Public Submission,False,09000064b8e4e0d1
OPM-2025-0007-0912,Comment from Ezekiel Weldon,2025-07-03T04:00:00Z,2025-07-03T22:31:12Z,OPM,Public Submission,False,09000064b8e4e0d4
OPM-2025-0007-0984,Comment from Andrew Neville,2025-07-03T04:00:00Z,2025-07-03T22:32:09Z,OPM,Public Submission,False,09000064b8e4e3eb
OPM-2025-0007-0829,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:30:03Z,OPM,Public Submission,False,09000064b8e4e007
OPM-2025-0007-1009,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:32:29Z,OPM,Public Submission,False,09000064b8e54062
OPM-2025-0007-0924,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:31:22Z,OPM,Public Submission,False,09000064b8e50c33
OPM-2025-0007-1012,Comment from Spencer Allred,2025-07-03T04:00:00Z,2025-07-03T22:32:31Z,OPM,Public Submission,False,09000064b8e5409e
OPM-2025-0007-0847,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:30:18Z,OPM,Public Submission,False,09000064b8e4e02d
OPM-2025-0007-0848,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:30:18Z,OPM,Public Submission,False,09000064b8e4e02e
OPM-2025-0007-0957,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:31:48Z,OPM,Public Submission,False,09000064b8e51104
OPM-2025-0007-0857,Comment from Anonymous,2025-07-03T04:00:00Z,2025-07-03T22:30:25Z,OPM,Public Submission,False,09000064b8e4e05b
OPM-2025-0007-1000,Comment from Joanne D,2025-07-03T04:00:00Z,2025-07-03T22:32:21Z,OPM,Public Submission,False,09000064b8e53597
OPM-2025-0007-1018,Comment from Wendy Hagan,2025-07-03T04:00:00Z,2025-07-03T22:32:35Z,OPM,Public Submission,False,09000064b8e545a9
OPM-2025-0007-1271,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-08T01:18:11Z,OPM,Public Submission,False,09000064b8e4e080
OPM-2025-0007-1276,Comment from Anonymous No,2025-07-07T04:00:00Z,2025-07-08T01:23:29Z,OPM,Public Submission,False,09000064b8e50d1e
OPM-2025-0007-1277,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-08T01:25:36Z,OPM,Public Submission,False,09000064b8e50d33
OPM-2025-0007-1278,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-08T01:26:28Z,OPM,Public Submission,False,09000064b8e50d3b
OPM-2025-0007-1279,Comment from Thomas Paine,2025-07-07T04:00:00Z,2025-07-08T01:30:13Z,OPM,Public Submission,False,09000064b8e50c1b
OPM-2025-0007-1288,Comment from Alyssa Reuter,2025-07-07T04:00:00Z,2025-07-08T01:46:53Z,OPM,Public Submission,False,09000064b8e4e47b
OPM-2025-0007-1297,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-08T01:57:27Z,OPM,Public Submission,False,09000064b8e54f5a
OPM-2025-0007-1296,Comment from Laura Ann,2025-07-07T04:00:00Z,2025-07-08T01:56:48Z,OPM,Public Submission,False,09000064b8e55aaa
OPM-2025-0007-1282,Comment from National Active and Retired Federal Employees Association (NARFE),2025-07-07T04:00:00Z,2025-07-08T01:34:54Z,OPM,Public Submission,False,09000064b8e50c74
OPM-2025-0007-1305,Comment from Sandra Hoffmann,2025-07-08T04:00:00Z,2025-07-08T17:53:12Z,OPM,Public Submission,False,09000064b8e59d5d
OPM-2025-0007-1300,Comment from Anonymous,2025-07-08T04:00:00Z,2025-07-08T17:53:10Z,OPM,Public Submission,False,09000064b8e54e92
OPM-2025-0007-1303,Comment from US Constitutionalist,2025-07-08T04:00:00Z,2025-07-08T17:53:11Z,OPM,Public Submission,False,09000064b8e58e0c
OPM-2025-0007-1068,Comment from Nan Kim,2025-07-07T04:00:00Z,2025-07-07T15:39:52Z,OPM,Public Submission,False,09000064b8e55963
OPM-2025-0007-1071,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T15:44:38Z,OPM,Public Submission,False,09000064b8e5598f
OPM-2025-0007-1051,Comment from Doran Chan,2025-07-07T04:00:00Z,2025-07-07T14:58:16Z,OPM,Public Submission,False,09000064b8e4c72a
OPM-2025-0007-1050,Comment from Citizen Crockett,2025-07-07T04:00:00Z,2025-07-07T14:55:00Z,OPM,Public Submission,False,09000064b8e4cea3
OPM-2025-0007-1059,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T15:24:33Z,OPM,Public Submission,False,09000064b8e4e12b
OPM-2025-0007-1060,Comment from Professional Managers Association (PMA),2025-07-07T04:00:00Z,2025-07-07T15:25:44Z,OPM,Public Submission,False,09000064b8e4e192
OPM-2025-0007-1061,Comment from William Torcaso,2025-07-07T04:00:00Z,2025-07-07T15:27:41Z,OPM,Public Submission,False,09000064b8e4e1b3
OPM-2025-0007-1053,Comment from Senior Executives Association (SEA),2025-07-07T04:00:00Z,2025-07-07T15:07:02Z,OPM,Public Submission,False,09000064b8e4d568
OPM-2025-0007-1114,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:49:21Z,OPM,Public Submission,False,09000064b8e55db7
OPM-2025-0007-1116,Comment from Denise Fisher,2025-07-07T04:00:00Z,2025-07-07T17:52:41Z,OPM,Public Submission,False,09000064b8e561f4
OPM-2025-0007-1129,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T18:28:05Z,OPM,Public Submission,False,09000064b8e54a8d
OPM-2025-0007-1128,Comment from B Johnson,2025-07-07T04:00:00Z,2025-07-07T18:12:32Z,OPM,Public Submission,False,09000064b8e54fd6
OPM-2025-0007-1126,Comment from Christina  M,2025-07-07T04:00:00Z,2025-07-07T18:08:15Z,OPM,Public Submission,False,09000064b8e55afc
OPM-2025-0007-1108,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:41:49Z,OPM,Public Submission,False,09000064b8e55ec7
OPM-2025-0007-1109,Comment from Conor McGrath,2025-07-07T04:00:00Z,2025-07-07T17:43:18Z,OPM,Public Submission,False,09000064b8e565b0
OPM-2025-0007-1107,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:40:34Z,OPM,Public Submission,False,09000064b8e56910
OPM-2025-0007-1102,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:33:04Z,OPM,Public Submission,False,09000064b8e56b1b
OPM-2025-0007-1095,Comment from Robert Reichel,2025-07-07T04:00:00Z,2025-07-07T17:18:29Z,OPM,Public Submission,False,09000064b8e4dfdf
OPM-2025-0007-1096,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:19:24Z,OPM,Public Submission,False,09000064b8e4dfe0
OPM-2025-0007-1100,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T17:26:06Z,OPM,Public Submission,False,09000064b8e51e4f
OPM-2025-0007-1252,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:30Z,OPM,Public Submission,False,09000064b8e54a6b
OPM-2025-0007-1254,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:32Z,OPM,Public Submission,False,09000064b8e54a7b
OPM-2025-0007-1225,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:03Z,OPM,Public Submission,False,09000064b8e54e66
OPM-2025-0007-1227,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:05Z,OPM,Public Submission,False,09000064b8e54e81
OPM-2025-0007-1228,Comment from Kimberly Harrington,2025-07-07T04:00:00Z,2025-07-07T21:00:06Z,OPM,Public Submission,False,09000064b8e54e89
OPM-2025-0007-1235,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:13Z,OPM,Public Submission,False,09000064b8e54f13
OPM-2025-0007-1237,Comment from Wendy Janssen,2025-07-07T04:00:00Z,2025-07-07T21:00:15Z,OPM,Public Submission,False,09000064b8e54f26
OPM-2025-0007-1239,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T21:00:17Z,OPM,Public Submission,False,09000064b8e54f56
OPM-2025-0007-1240,Comment from Noam Stopak,2025-07-07T04:00:00Z,2025-07-07T21:00:18Z,OPM,Public Submission,False,09000064b8e54f6d
OPM-2025-0007-1230,Comment from Kendra Barlow-Johnson,2025-07-07T04:00:00Z,2025-07-07T21:00:09Z,OPM,Public Submission,False,09000064b8e54ea6
OPM-2025-0007-1139,Comment from Anonymous Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:58:37Z,OPM,Public Submission,False,09000064b8e50d2c
OPM-2025-0007-1148,Comment from Kathleen Hayes,2025-07-07T04:00:00Z,2025-07-07T20:58:46Z,OPM,Public Submission,False,09000064b8e50d3c
OPM-2025-0007-1135,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:58:32Z,OPM,Public Submission,False,09000064b8e4dfe6
OPM-2025-0007-1170,Comment from P Foote,2025-07-07T04:00:00Z,2025-07-07T20:59:08Z,OPM,Public Submission,False,09000064b8e5466c
OPM-2025-0007-1173,Comment from Daniel  Rowan,2025-07-07T04:00:00Z,2025-07-07T20:59:11Z,OPM,Public Submission,False,09000064b8e546ec
OPM-2025-0007-1184,Comment from Sean Brady,2025-07-07T04:00:00Z,2025-07-07T20:59:22Z,OPM,Public Submission,False,09000064b8e54dba
OPM-2025-0007-1189,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:27Z,OPM,Public Submission,False,09000064b8e55108
OPM-2025-0007-1215,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:53Z,OPM,Public Submission,False,09000064b8e559f0
OPM-2025-0007-1217,Comment from Drew Cho,2025-07-07T04:00:00Z,2025-07-07T20:59:55Z,OPM,Public Submission,False,09000064b8e55a45
OPM-2025-0007-1210,Comment from R T,2025-07-07T04:00:00Z,2025-07-07T20:59:48Z,OPM,Public Submission,False,09000064b8e5591f
OPM-2025-0007-1214,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:52Z,OPM,Public Submission,False,09000064b8e559df
OPM-2025-0007-1216,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:54Z,OPM,Public Submission,False,09000064b8e55a05
OPM-2025-0007-1162,Comment from Ryan Felt,2025-07-07T04:00:00Z,2025-07-07T20:59:00Z,OPM,Public Submission,False,09000064b8e50c1e
OPM-2025-0007-1168,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:06Z,OPM,Public Submission,False,09000064b8e50c2b
OPM-2025-0007-1143,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:58:40Z,OPM,Public Submission,False,09000064b8e50d36
OPM-2025-0007-1144,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:58:42Z,OPM,Public Submission,False,09000064b8e50d37
OPM-2025-0007-1180,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:18Z,OPM,Public Submission,False,09000064b8e51e98
OPM-2025-0007-1197,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:35Z,OPM,Public Submission,False,09000064b8e52776
OPM-2025-0007-1198,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:36Z,OPM,Public Submission,False,09000064b8e5277a
OPM-2025-0007-1199,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:37Z,OPM,Public Submission,False,09000064b8e52780
OPM-2025-0007-1186,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:24Z,OPM,Public Submission,False,09000064b8e54463
OPM-2025-0007-1172,Comment from S Carter,2025-07-07T04:00:00Z,2025-07-07T20:59:10Z,OPM,Public Submission,False,09000064b8e546bb
OPM-2025-0007-1190,Comment from Anonymous Federal Worker,2025-07-07T04:00:00Z,2025-07-07T20:59:28Z,OPM,Public Submission,False,09000064b8e551bd
OPM-2025-0007-1163,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:59:01Z,OPM,Public Submission,False,09000064b8e50c1f
OPM-2025-0007-1166,Comment from Kyle Tawney,2025-07-07T04:00:00Z,2025-07-07T20:59:04Z,OPM,Public Submission,False,09000064b8e50c23
OPM-2025-0007-1156,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T20:58:54Z,OPM,Public Submission,False,09000064b8e50bf7
OPM-2025-0007-1385,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-18T20:40:50Z,OPM,Public Submission,False,09000064b8e83ab4
OPM-2025-0007-1392,"Comment from Democracy Forward, Protect Democracy, and a coalition of organizations.",2025-07-18T04:00:00Z,2025-07-19T00:39:04Z,OPM,Public Submission,False,09000064b8e83ba1
OPM-2025-0007-1391,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-19T00:38:52Z,OPM,Public Submission,False,09000064b8e852cf
OPM-2025-0007-1403,Comment from Emily Susko,2025-07-21T04:00:00Z,2025-07-21T14:40:19Z,OPM,Public Submission,False,09000064b8e864c7
OPM-2025-0007-1395,Comment from R E,2025-07-21T04:00:00Z,2025-07-21T14:32:36Z,OPM,Public Submission,False,09000064b8e8651c
OPM-2025-0007-1396,Comment from Anonymous,2025-07-21T04:00:00Z,2025-07-21T14:34:25Z,OPM,Public Submission,False,09000064b8e86543
OPM-2025-0007-1400,Comment from Anonymous,2025-07-21T04:00:00Z,2025-07-21T14:37:37Z,OPM,Public Submission,False,09000064b8e8667e
OPM-2025-0007-1401,Comment from Anonymous,2025-07-21T04:00:00Z,2025-07-21T14:39:03Z,OPM,Public Submission,False,09000064b8e8680a
OPM-2025-0007-1397,Comment from Johnny  Ample,2025-07-21T04:00:00Z,2025-07-21T14:35:38Z,OPM,Public Submission,False,09000064b8e865c3
OPM-2025-0007-1406,Comment from RISE Stronger,2025-07-21T04:00:00Z,2025-07-21T14:42:55Z,OPM,Public Submission,False,09000064b8e86fd3
OPM-2025-0007-1354,Comment from Y H,2025-07-16T04:00:00Z,2025-07-16T14:44:29Z,OPM,Public Submission,False,09000064b8e7a0a3
OPM-2025-0007-1360,Comment from Anonymous,2025-07-17T04:00:00Z,2025-07-17T15:54:54Z,OPM,Public Submission,False,09000064b8e8076e
OPM-2025-0007-1365,Comment from Anonymous,2025-07-17T04:00:00Z,2025-07-17T22:40:39Z,OPM,Public Submission,False,09000064b8e80f98
OPM-2025-0007-1361,Comment from Anonymous,2025-07-17T04:00:00Z,2025-07-17T18:02:11Z,OPM,Public Submission,False,09000064b8e80943
OPM-2025-0007-1362,Comment from David Umberg,2025-07-17T04:00:00Z,2025-07-17T18:02:35Z,OPM,Public Submission,False,09000064b8e809f4
OPM-2025-0007-1379,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-18T15:08:27Z,OPM,Public Submission,False,09000064b8e82d6b
OPM-2025-0007-1373,"Comment from American Federation of Government Employees, et al.",2025-07-18T04:00:00Z,2025-07-18T15:00:55Z,OPM,Public Submission,False,09000064b8e824c7
OPM-2025-0007-1368,Comment from Sallyann King,2025-07-17T04:00:00Z,2025-07-18T03:52:33Z,OPM,Public Submission,False,09000064b8e82255
OPM-2025-0007-1371,Comment from Desiree Pointer,2025-07-17T04:00:00Z,2025-07-18T03:52:33Z,OPM,Public Submission,False,09000064b8e823dc
OPM-2025-0007-1381,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-18T18:40:41Z,OPM,Public Submission,False,09000064b8e83939
OPM-2025-0007-1386,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-18T22:49:54Z,OPM,Public Submission,False,09000064b8e830a6
OPM-2025-0007-1389,Comment from Anonymous,2025-07-18T04:00:00Z,2025-07-18T22:49:55Z,OPM,Public Submission,False,09000064b8e84be1
OPM-2025-0007-1390,Comment from Anonymous Anonymous,2025-07-18T04:00:00Z,2025-07-18T22:49:55Z,OPM,Public Submission,False,09000064b8e84c94
OPM-2025-0007-1257,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T23:20:29Z,OPM,Public Submission,False,09000064b8e4df72
OPM-2025-0007-1258,Comment from Anonymous,2025-07-07T04:00:00Z,2025-07-07T23:21:26Z,OPM,Public Submission,False,09000064b8e4df7f
OPM-2025-0007-1262,Comment from Andrew Gendreau,2025-07-07T04:00:00Z,2025-07-07T23:25:52Z,OPM,Public Submission,False,09000064b8e4dfb3
OPM-2025-0007-1320,Comment from Anonymous,2025-07-10T04:00:00Z,2025-07-10T17:28:30Z,OPM,Public Submission,False,09000064b8e5597d
OPM-2025-0007-1321,Comment from Anonymous,2025-07-10T04:00:00Z,2025-07-10T17:29:34Z,OPM,Public Submission,False,09000064b8e559b1
OPM-2025-0007-1317,Comment from Anonymous,2025-07-10T04:00:00Z,2025-07-10T16:06:22Z,OPM,Public Submission,False,09000064b8e5fe3b
OPM-2025-0007-1316,Comment from Michael Stock,2025-07-10T04:00:00Z,2025-07-10T15:55:22Z,OPM,Public Submission,False,09000064b8e5f260
OPM-2025-0007-1327,Comment from P. DL Cuadra,2025-07-10T04:00:00Z,2025-07-10T20:21:56Z,OPM,Public Submission,False,09000064b8e5e40c
OPM-2025-0007-1351,Comment from Anonymous,2025-07-14T04:00:00Z,2025-07-14T20:30:05Z,OPM,Public Submission,False,09000064b8e71ebc
OPM-2025-0007-1353,Comment from Carla Komich,2025-07-15T04:00:00Z,2025-07-15T14:43:39Z,OPM,Public Submission,False,09000064b8e745f5
OPM-2025-0007-1312,Comment from Laurie Talcott,2025-07-09T04:00:00Z,2025-07-09T19:38:20Z,OPM,Public Submission,False,09000064b8e5eeb9
OPM-2025-0007-1323,Comment from Anonymous,2025-07-10T04:00:00Z,2025-07-10T19:27:17Z,OPM,Public Submission,False,09000064b8e559c2
OPM-2025-0007-1329,Comment from Anonymous,2025-07-11T04:00:00Z,2025-07-11T20:43:40Z,OPM,Public Submission,False,09000064b8e637c9
OPM-2025-0007-1331,Comment from Kay Mays,2025-07-11T04:00:00Z,2025-07-11T22:35:30Z,OPM,Public Submission,False,09000064b8e675ca
OPM-2025-0007-1342,Comment from Anonymous,2025-07-14T04:00:00Z,2025-07-14T15:36:43Z,OPM,Public Submission,False,09000064b8e6cec5
OPM-2025-0007-1335,Comment from Anonymous,2025-07-14T04:00:00Z,2025-07-14T15:31:42Z,OPM,Public Submission,False,09000064b8e6d937
OPM-2025-0007-1345,Comment from Ashley Buran,2025-07-14T04:00:00Z,2025-07-14T15:40:14Z,OPM,Public Submission,False,09000064b8e6decf
OPM-2025-0007-1344,Comment from Anonymous,2025-07-14T04:00:00Z,2025-07-14T15:39:02Z,OPM,Public Submission,False,09000064b8e6de9a
OPM-2025-0007-1332,"Comment from The Wildlife Society, Inc.",2025-07-14T04:00:00Z,2025-07-14T14:21:25Z,OPM,Public Submission,False,09000064b8e693c9
OPM-2025-0007-1347,Comment from J J,2025-07-14T04:00:00Z,2025-07-14T16:08:49Z,OPM,Public Submission,False,09000064b8e6c2df
OPM-2025-0007-1348,Comment from Beth Lumsden,2025-07-14T04:00:00Z,2025-07-14T16:08:50Z,OPM,Public Submission,False,09000064b8e6cb46
OPM-2025-0007-1410,Comment from DHS Office of Chief Security Officer,2026-06-12T04:00:00Z,2026-06-12T23:05:39Z,OPM,Public Submission,False,09000064b932a257
OPM-2025-0007-0009,Comment from Ronald Sanders,2025-06-04T04:00:00Z,2025-06-04T21:19:51Z,OPM,Public Submission,False,09000064b8dd85ae
OPM-2025-0007-0030,Comment from USA,2025-06-06T04:00:00Z,2025-06-06T22:13:30Z,OPM,Public Submission,False,09000064b8ddd705
OPM-2025-0007-0027,Comment from Anonymous,2025-06-06T04:00:00Z,2025-06-06T22:01:16Z,OPM,Public Submission,False,09000064b8ddd907
OPM-2025-0007-0055,Comment from Anthony Foster,2025-06-10T04:00:00Z,2025-06-10T18:14:36Z,OPM,Public Submission,False,09000064b8ded396
OPM-2025-0007-0042,Comment from J McDermott,2025-06-09T04:00:00Z,2025-06-09T15:48:19Z,OPM,Public Submission,False,09000064b8de279f
OPM-2025-0007-0040,Comment from Anonymous,2025-06-09T04:00:00Z,2025-06-09T15:48:18Z,OPM,Public Submission,False,09000064b8de2f9b
OPM-2025-0007-0045,Comment from Anonymous,2025-06-09T04:00:00Z,2025-06-09T15:48:19Z,OPM,Public Submission,False,09000064b8de3be0
OPM-2025-0007-0043,Comment from N M,2025-06-09T04:00:00Z,2025-06-09T15:48:19Z,OPM,Public Submission,False,09000064b8de3f86
OPM-2025-0007-0044,Comment from Anonymous,2025-06-09T04:00:00Z,2025-06-09T15:48:19Z,OPM,Public Submission,False,09000064b8de3fad
OPM-2025-0007-0061,Comment from Anonymous  citizen Who afraid sharing name,2025-06-11T04:00:00Z,2025-06-11T17:15:41Z,OPM,Public Submission,False,09000064b8df5716
OPM-2025-0007-0052,Comment from Jaime Hurley,2025-06-10T04:00:00Z,2025-06-10T15:29:37Z,OPM,Public Submission,False,09000064b8debb25
OPM-2025-0007-0053,Comment from Douglas  Allen,2025-06-10T04:00:00Z,2025-06-10T15:31:33Z,OPM,Public Submission,False,09000064b8de6b55
OPM-2025-0007-0091,Comment from Heath Hancock,2025-06-12T04:00:00Z,2025-06-12T21:14:44Z,OPM,Public Submission,False,09000064b8e00ff7
OPM-2025-0007-0085,Comment from Miriam  Virto,2025-06-12T04:00:00Z,2025-06-12T21:07:46Z,OPM,Public Submission,False,09000064b8e00e2a
OPM-2025-0007-0105,Comment from David Gurzynski,2025-06-12T04:00:00Z,2025-06-12T21:37:23Z,OPM,Public Submission,False,09000064b8e0122c
OPM-2025-0007-0107,Comment from Ann Connor,2025-06-12T04:00:00Z,2025-06-12T21:39:14Z,OPM,Public Submission,False,09000064b8e0123f
OPM-2025-0007-0109,Comment from Anonymous,2025-06-12T04:00:00Z,2025-06-12T21:40:38Z,OPM,Public Submission,False,09000064b8e01257
OPM-2025-0007-0096,Comment from Leticia Espinoza-Delaat,2025-06-12T04:00:00Z,2025-06-12T21:19:22Z,OPM,Public Submission,False,09000064b8e0117c
OPM-2025-0007-0102,Comment from Anonymous,2025-06-12T04:00:00Z,2025-06-12T21:25:22Z,OPM,Public Submission,False,09000064b8e01207
OPM-2025-0007-0330,Comment from Anonymous,2025-06-17T04:00:00Z,2025-06-17T17:24:15Z,OPM,Public Submission,False,09000064b8e159ed
OPM-2025-0007-0325,Comment from Anonymous,2025-06-17T04:00:00Z,2025-06-17T17:24:14Z,OPM,Public Submission,False,09000064b8e14e1f
OPM-2025-0007-0328,Comment from Anonymous,2025-06-17T04:00:00Z,2025-06-17T17:24:14Z,OPM,Public Submission,False,09000064b8e150e9
OPM-2025-0007-0323,Comment from Megan Taylor,2025-06-17T04:00:00Z,2025-06-17T17:24:13Z,OPM,Public Submission,False,09000064b8e15829
OPM-2025-0007-0329,Comment from Katherine Lacy,2025-06-17T04:00:00Z,2025-06-17T17:24:15Z,OPM,Public Submission,False,09000064b8e159d9
OPM-2025-0007-0316,Comment from Concerned Citizen,2025-06-16T04:00:00Z,2025-06-17T01:24:37Z,OPM,Public Submission,False,09000064b8e0ec28
OPM-2025-0007-0319,Comment from Anonymous,2025-06-16T04:00:00Z,2025-06-17T01:28:10Z,OPM,Public Submission,False,09000064b8e116f7
OPM-2025-0007-0336,Comment from Anonymous,2025-06-18T04:00:00Z,2025-06-18T14:54:13Z,OPM,Public Submission,False,09000064b8e16ba2
OPM-2025-0007-0334,Comment from Anonymous,2025-06-18T04:00:00Z,2025-06-18T14:51:26Z,OPM,Public Submission,False,09000064b8e1761a
OPM-2025-0007-0335,Comment from Michael Allen,2025-06-18T04:00:00Z,2025-06-18T14:52:35Z,OPM,Public Submission,False,09000064b8e17621
OPM-2025-0007-0337,Comment from Anonymous,2025-06-18T04:00:00Z,2025-06-18T14:59:05Z,OPM,Public Submission,False,09000064b8e177ae
OPM-2025-0007-0397,Comment from Tyrone Aiken,2025-06-23T04:00:00Z,2025-06-23T20:52:57Z,OPM,Public Submission,False,09000064b8e24bb7
OPM-2025-0007-0418,Comment from Anonymous,2025-06-25T04:00:00Z,2025-06-25T15:24:19Z,OPM,Public Submission,False,09000064b8e2e19e
OPM-2025-0007-0453,Comment from Anonymous,2025-06-26T04:00:00Z,2025-06-26T23:09:32Z,OPM,Public Submission,False,09000064b8e34ec7
OPM-2025-0007-0534,Comment from Carol Lubkowski,2025-06-30T04:00:00Z,2025-06-30T19:17:43Z,OPM,Public Submission,False,09000064b8e46a86
OPM-2025-0007-0535,Comment from Ian Hancock,2025-06-30T04:00:00Z,2025-06-30T19:17:43Z,OPM,Public Submission,False,09000064b8e46ace
OPM-2025-0007-0539,Comment from Loreen Targos,2025-06-30T04:00:00Z,2025-06-30T19:17:46Z,OPM,Public Submission,False,09000064b8e4739d
OPM-2025-0007-0499,Comment from Anonymous,2025-06-30T04:00:00Z,2025-06-30T18:17:08Z,OPM,Public Submission,False,09000064b8e42011
OPM-2025-0007-0502,Comment from Anonymous,2025-06-30T04:00:00Z,2025-06-30T18:17:10Z,OPM,Public Submission,False,09000064b8e43878
OPM-2025-0007-0504,Comment from Rebecca Davis,2025-06-30T04:00:00Z,2025-06-30T18:17:11Z,OPM,Public Submission,False,09000064b8e43f90
OPM-2025-0007-0505,Comment from Eugene Debs,2025-06-30T04:00:00Z,2025-06-30T18:17:12Z,OPM,Public Submission,False,09000064b8e44007
OPM-2025-0007-0506,Comment from Anna Puchkoff,2025-06-30T04:00:00Z,2025-06-30T18:17:13Z,OPM,Public Submission,False,09000064b8e44955
